Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
8.8954	0,071	8.8954	-0,465
8.8956	0,069	8.8956	-0,394
8.8958	0,068	8.8958	-0,373
8.896	0,069	8.896	-0,410
8.8962	0,073	8.8962	-0,506
8.8964	0,078	8.8964	-0,653
8.8966	0,085	8.8966	-0,837
8.8968	0,093	8.8968	-1,037
8.897	0,102	8.897	-1,230
8.8972	0,109	8.8972	-1,391
8.8974	0,114	8.8974	-1,496
8.8976	0,117	8.8976	-1,528
8.8978	0,116	8.8978	-1,475
8.898	0,111	8.898	-1,334
8.8982	0,102	8.8982	-1,113
8.8984	0,089	8.8984	-0,827
8.8986	0,073	8.8986	-0,498
8.8988	0,054	8.8988	-0,155
8.899	0,034	8.899	0,173
8.8992	0,014	8.8992	0,458
8.8994	-0,005	8.8994	0,676
8.8996	-0,021	8.8996	0,811
8.8998	-0,035	8.8998	0,857
8.9	-0,046	8.9	0,813
8.9002	-0,053	8.9002	0,692
8.9004	-0,056	8.9004	0,511
8.9006	-0,057	8.9006	0,291
8.9008	-0,054	8.9008	0,058
8.901	-0,050	8.901	-0,165
8.9012	-0,043	8.9012	-0,360
8.9014	-0,036	8.9014	-0,511
8.9016	-0,028	8.9016	-0,613
8.9018	-0,020	8.9018	-0,666
8.902	-0,013	8.902	-0,677
8.9022	-0,006	8.9022	-0,657
8.9024	-0,002	8.9024	-0,620
8.9026	0,001	8.9026	-0,581
8.9028	0,001	8.9028	-0,550
8.903	-0,002	8.903	-0,535
8.9032	-0,008	8.9032	-0,539
8.9034	-0,016	8.9034	-0,560
8.9036	-0,025	8.9036	-0,591
8.9038	-0,034	8.9038	-0,621
8.904	-0,043	8.904	-0,640
8.9042	-0,048	8.9042	-0,637
8.9044	-0,049	8.9044	-0,606
8.9046	-0,045	8.9046	-0,543
8.9048	-0,036	8.9048	-0,451
8.905	-0,021	8.905	-0,336
8.9052	-0,002	8.9052	-0,210
8.9054	0,019	8.9054	-0,087
8.9056	0,039	8.9056	0,018
8.9058	0,055	8.9058	0,094
8.906	0,065	8.906	0,129
8.9062	0,066	8.9062	0,122
8.9064	0,056	8.9064	0,072
8.9066	0,036	8.9066	-0,011
8.9068	0,007	8.9068	-0,115
8.907	-0,029	8.907	-0,225
8.9072	-0,067	8.9072	-0,322
8.9074	-0,105	8.9074	-0,392
8.9076	-0,136	8.9076	-0,423
8.9078	-0,157	8.9078	-0,408
8.908	-0,165	8.908	-0,346
8.9082	-0,160	8.9082	-0,246
8.9084	-0,142	8.9084	-0,119
8.9086	-0,114	8.9086	0,017
8.9088	-0,079	8.9088	0,143
8.909	-0,044	8.909	0,241
8.9092	-0,015	8.9092	0,297
8.9094	0,005	8.9094	0,300
8.9096	0,010	8.9096	0,247
8.9098	-0,001	8.9098	0,144
8.91	-0,028	8.91	-0,000
8.9102	-0,068	8.9102	-0,169
8.9104	-0,117	8.9104	-0,342
8.9106	-0,170	8.9106	-0,502
8.9108	-0,219	8.9108	-0,629
8.911	-0,257	8.911	-0,711
8.9112	-0,280	8.9112	-0,741
8.9114	-0,284	8.9114	-0,718
8.9116	-0,267	8.9116	-0,648
8.9118	-0,231	8.9118	-0,543
8.912	-0,178	8.912	-0,418
8.9122	-0,115	8.9122	-0,289
8.9124	-0,046	8.9124	-0,171
8.9126	0,021	8.9126	-0,077
8.9128	0,081	8.9128	-0,017
8.913	0,127	8.913	0,007
8.9132	0,158	8.9132	-0,005
8.9134	0,172	8.9134	-0,049
8.9136	0,170	8.9136	-0,117
8.9138	0,153	8.9138	-0,200
8.914	0,126	8.914	-0,290
8.9142	0,093	8.9142	-0,379
8.9144	0,058	8.9144	-0,464
8.9146	0,025	8.9146	-0,542
8.9148	-0,003	8.9148	-0,611
8.915	-0,025	8.915	-0,673
8.9152	-0,039	8.9152	-0,728
8.9154	-0,047	8.9154	-0,775
8.9156	-0,051	8.9156	-0,812
8.9158	-0,050	8.9158	-0,834
8.916	-0,049	8.916	-0,834
8.9162	-0,048	8.9162	-0,804
8.9164	-0,049	8.9164	-0,736
8.9166	-0,052	8.9166	-0,623
8.9168	-0,057	8.9168	-0,459
8.917	-0,065	8.917	-0,246
8.9172	-0,073	8.9172	0,013
8.9174	-0,081	8.9174	0,309
8.9176	-0,088	8.9176	0,625
8.9178	-0,092	8.9178	0,946
8.918	-0,094	8.918	1,250
8.9182	-0,093	8.9182	1,517
8.9184	-0,090	8.9184	1,729
8.9186	-0,085	8.9186	1,869
8.9188	-0,080	8.9188	1,930
8.919	-0,075	8.919	1,906
8.9192	-0,071	8.9192	1,802
8.9194	-0,070	8.9194	1,626
8.9196	-0,071	8.9196	1,394
8.9198	-0,076	8.9198	1,125
8.92	-0,083	8.92	0,838
8.9202	-0,093	8.9202	0,556
8.9204	-0,104	8.9204	0,296
8.9206	-0,115	8.9206	0,074
8.9208	-0,125	8.9208	-0,099
8.921	-0,134	8.921	-0,219
8.9212	-0,139	8.9212	-0,287
8.9214	-0,141	8.9214	-0,309
8.9216	-0,138	8.9216	-0,297
8.9218	-0,131	8.9218	-0,264
8.922	-0,120	8.922	-0,223
8.9222	-0,106	8.9222	-0,189
8.9224	-0,090	8.9224	-0,172
8.9226	-0,073	8.9226	-0,178
8.9228	-0,056	8.9228	-0,210
8.923	-0,041	8.923	-0,264
8.9232	-0,029	8.9232	-0,331
8.9234	-0,021	8.9234	-0,398
8.9236	-0,016	8.9236	-0,449
8.9238	-0,014	8.9238	-0,469
8.924	-0,015	8.924	-0,444
8.9242	-0,017	8.9242	-0,362
8.9244	-0,019	8.9244	-0,219
8.9246	-0,020	8.9246	-0,015
8.9248	-0,018	8.9248	0,241
8.925	-0,011	8.925	0,536
8.9252	0,000	8.9252	0,850
8.9254	0,018	8.9254	1,160
8.9256	0,041	8.9256	1,441
8.9258	0,068	8.9258	1,673
8.926	0,099	8.926	1,836
8.9262	0,130	8.9262	1,919
8.9264	0,162	8.9264	1,916
8.9266	0,190	8.9266	1,831
8.9268	0,213	8.9268	1,673
8.927	0,230	8.927	1,461
8.9272	0,239	8.9272	1,215
8.9274	0,240	8.9274	0,958
8.9276	0,232	8.9276	0,710
8.9278	0,217	8.9278	0,489
8.928	0,195	8.928	0,308
8.9282	0,169	8.9282	0,172
8.9284	0,139	8.9284	0,081
8.9286	0,108	8.9286	0,025
8.9288	0,077	8.9288	-0,006
8.929	0,049	8.929	-0,028
8.9292	0,024	8.9292	-0,056
8.9294	0,003	8.9294	-0,103
8.9296	-0,015	8.9296	-0,178
8.9298	-0,028	8.9298	-0,282
8.93	-0,039	8.93	-0,415
8.9302	-0,048	8.9302	-0,566
8.9304	-0,057	8.9304	-0,723
8.9306	-0,065	8.9306	-0,871
8.9308	-0,075	8.9308	-0,991
8.931	-0,086	8.931	-1,071
8.9312	-0,099	8.9312	-1,099
8.9314	-0,114	8.9314	-1,070
8.9316	-0,129	8.9316	-0,983
8.9318	-0,144	8.9318	-0,846
8.932	-0,157	8.932	-0,669
8.9322	-0,168	8.9322	-0,469
8.9324	-0,175	8.9324	-0,262
8.9326	-0,176	8.9326	-0,066
8.9328	-0,172	8.9328	0,103
8.933	-0,162	8.933	0,233
8.9332	-0,147	8.9332	0,315
8.9334	-0,126	8.9334	0,346
8.9336	-0,100	8.9336	0,329
8.9338	-0,072	8.9338	0,268
8.934	-0,042	8.934	0,172
8.9342	-0,012	8.9342	0,053
8.9344	0,016	8.9344	-0,079
8.9346	0,043	8.9346	-0,212
8.9348	0,066	8.9348	-0,337
8.935	0,085	8.935	-0,447
8.9352	0,101	8.9352	-0,538
8.9354	0,114	8.9354	-0,607
8.9356	0,124	8.9356	-0,653
8.9358	0,131	8.9358	-0,679
8.936	0,138	8.936	-0,685
8.9362	0,144	8.9362	-0,675
8.9364	0,151	8.9364	-0,652
8.9366	0,158	8.9366	-0,618
8.9368	0,166	8.9368	-0,575
8.937	0,176	8.937	-0,526
8.9372	0,185	8.9372	-0,473
8.9374	0,195	8.9374	-0,418
8.9376	0,203	8.9376	-0,365
8.9378	0,210	8.9378	-0,316
8.938	0,215	8.938	-0,275
8.9382	0,216	8.9382	-0,243
8.9384	0,213	8.9384	-0,224
8.9386	0,206	8.9386	-0,219
8.9388	0,195	8.9388	-0,225
8.939	0,181	8.939	-0,242
8.9392	0,163	8.9392	-0,263
8.9394	0,142	8.9394	-0,282
8.9396	0,120	8.9396	-0,292
8.9398	0,096	8.9398	-0,284
8.94	0,074	8.94	-0,253
8.9402	0,052	8.9402	-0,192
8.9404	0,033	8.9404	-0,100
8.9406	0,015	8.9406	0,020
8.9408	0,001	8.9408	0,164
8.941	-0,010	8.941	0,322
8.9412	-0,019	8.9412	0,480
8.9414	-0,024	8.9414	0,625
8.9416	-0,028	8.9416	0,744
8.9418	-0,029	8.9418	0,824
8.942	-0,029	8.942	0,857
8.9422	-0,028	8.9422	0,841
8.9424	-0,026	8.9424	0,779
8.9426	-0,024	8.9426	0,678
8.9428	-0,023	8.9428	0,554
8.943	-0,022	8.943	0,421
8.9432	-0,022	8.9432	0,298
8.9434	-0,023	8.9434	0,201
8.9436	-0,025	8.9436	0,143
8.9438	-0,030	8.9438	0,131
8.944	-0,035	8.944	0,168
8.9442	-0,042	8.9442	0,248
8.9444	-0,050	8.9444	0,361
8.9446	-0,058	8.9446	0,491
8.9448	-0,066	8.9448	0,621
8.945	-0,072	8.945	0,735
8.9452	-0,076	8.9452	0,819
8.9454	-0,078	8.9454	0,862
8.9456	-0,075	8.9456	0,862
8.9458	-0,068	8.9458	0,820
8.946	-0,057	8.946	0,743
8.9462	-0,042	8.9462	0,644
8.9464	-0,025	8.9464	0,536
8.9466	-0,007	8.9466	0,434
8.9468	0,011	8.9468	0,348
8.947	0,027	8.947	0,287
8.9472	0,039	8.9472	0,255
8.9474	0,046	8.9474	0,251
8.9476	0,047	8.9476	0,268
8.9478	0,043	8.9478	0,299
8.948	0,034	8.948	0,333
8.9482	0,022	8.9482	0,363
8.9484	0,007	8.9484	0,381
8.9486	-0,007	8.9486	0,383
8.9488	-0,019	8.9488	0,368
8.949	-0,026	8.949	0,341
8.9492	-0,028	8.9492	0,306
8.9494	-0,024	8.9494	0,271
8.9496	-0,015	8.9496	0,241
8.9498	-0,000	8.9498	0,223
8.95	0,017	8.95	0,219
8.9502	0,034	8.9502	0,228
8.9504	0,049	8.9504	0,248
8.9506	0,059	8.9506	0,273
8.9508	0,063	8.9508	0,299
8.951	0,060	8.951	0,318
8.9512	0,049	8.9512	0,328
8.9514	0,031	8.9514	0,327
8.9516	0,009	8.9516	0,315
8.9518	-0,014	8.9518	0,296
8.952	-0,037	8.952	0,274
8.9522	-0,055	8.9522	0,255
8.9524	-0,066	8.9524	0,243
8.9526	-0,068	8.9526	0,241
8.9528	-0,061	8.9528	0,249
8.953	-0,043	8.953	0,263
8.9532	-0,017	8.9532	0,277
8.9534	0,015	8.9534	0,284
8.9536	0,050	8.9536	0,276
8.9538	0,086	8.9538	0,248
8.954	0,117	8.954	0,195
8.9542	0,143	8.9542	0,119
8.9544	0,160	8.9544	0,025
8.9546	0,168	8.9546	-0,078
8.9548	0,165	8.9548	-0,179
8.955	0,154	8.955	-0,264
8.9552	0,135	8.9552	-0,322
8.9554	0,110	8.9554	-0,343
8.9556	0,083	8.9556	-0,322
8.9558	0,055	8.9558	-0,259
8.956	0,029	8.956	-0,162
8.9562	0,007	8.9562	-0,040
8.9564	-0,011	8.9564	0,091
8.9566	-0,023	8.9566	0,215
8.9568	-0,031	8.9568	0,319
8.957	-0,035	8.957	0,389
8.9572	-0,037	8.9572	0,419
8.9574	-0,037	8.9574	0,408
8.9576	-0,037	8.9576	0,361
8.9578	-0,039	8.9578	0,289
8.958	-0,044	8.958	0,206
8.9582	-0,051	8.9582	0,126
8.9584	-0,061	8.9584	0,065
8.9586	-0,073	8.9586	0,034
8.9588	-0,087	8.9588	0,039
8.959	-0,102	8.959	0,082
8.9592	-0,117	8.9592	0,158
8.9594	-0,131	8.9594	0,255
8.9596	-0,142	8.9596	0,361
8.9598	-0,151	8.9598	0,458
8.96	-0,155	8.96	0,531
8.9602	-0,156	8.9602	0,566
8.9604	-0,152	8.9604	0,556
8.9606	-0,144	8.9606	0,495
8.9608	-0,132	8.9608	0,387
8.961	-0,117	8.961	0,238
8.9612	-0,099	8.9612	0,062
8.9614	-0,080	8.9614	-0,126
8.9616	-0,060	8.9616	-0,309
8.9618	-0,041	8.9618	-0,471
8.962	-0,023	8.962	-0,596
8.9622	-0,008	8.9622	-0,674
8.9624	0,004	8.9624	-0,699
8.9626	0,013	8.9626	-0,669
8.9628	0,019	8.9628	-0,588
8.963	0,022	8.963	-0,461
8.9632	0,023	8.9632	-0,299
8.9634	0,022	8.9634	-0,115
8.9636	0,020	8.9636	0,079
8.9638	0,018	8.9638	0,271
8.964	0,017	8.964	0,452
8.9642	0,017	8.9642	0,613
8.9644	0,018	8.9644	0,749
8.9646	0,019	8.9646	0,858
8.9648	0,021	8.9648	0,940
8.965	0,021	8.965	0,996
8.9652	0,019	8.9652	1,029
8.9654	0,015	8.9654	1,044
8.9656	0,006	8.9656	1,042
8.9658	-0,005	8.9658	1,028
8.966	-0,020	8.966	1,002
8.9662	-0,038	8.9662	0,967
8.9664	-0,056	8.9664	0,922
8.9666	-0,074	8.9666	0,869
8.9668	-0,089	8.9668	0,806
8.967	-0,099	8.967	0,736
8.9672	-0,104	8.9672	0,659
8.9674	-0,102	8.9674	0,578
8.9676	-0,093	8.9676	0,494
8.9678	-0,079	8.9678	0,411
8.968	-0,059	8.968	0,330
8.9682	-0,036	8.9682	0,255
8.9684	-0,013	8.9684	0,187
8.9686	0,008	8.9686	0,124
8.9688	0,025	8.9688	0,067
8.969	0,037	8.969	0,014
8.9692	0,043	8.9692	-0,038
8.9694	0,042	8.9694	-0,092
8.9696	0,036	8.9696	-0,148
8.9698	0,025	8.9698	-0,208
8.97	0,011	8.97	-0,269
8.9702	-0,002	8.9702	-0,329
8.9704	-0,014	8.9704	-0,384
8.9706	-0,022	8.9706	-0,428
8.9708	-0,026	8.9708	-0,456
8.971	-0,025	8.971	-0,463
8.9712	-0,020	8.9712	-0,448
8.9714	-0,011	8.9714	-0,409
8.9716	-0,000	8.9716	-0,350
8.9718	0,010	8.9718	-0,276
8.972	0,019	8.972	-0,194
8.9722	0,024	8.9722	-0,115
8.9724	0,024	8.9724	-0,048
8.9726	0,019	8.9726	-0,003
8.9728	0,009	8.9728	0,016
8.973	-0,005	8.973	0,003
8.9732	-0,022	8.9732	-0,040
8.9734	-0,040	8.9734	-0,109
8.9736	-0,057	8.9736	-0,194
8.9738	-0,072	8.9738	-0,286
8.974	-0,082	8.974	-0,371
8.9742	-0,087	8.9742	-0,438
8.9744	-0,088	8.9744	-0,475
8.9746	-0,083	8.9746	-0,476
8.9748	-0,074	8.9748	-0,436
8.975	-0,062	8.975	-0,359
8.9752	-0,048	8.9752	-0,248
8.9754	-0,033	8.9754	-0,114
8.9756	-0,019	8.9756	0,029
8.9758	-0,006	8.9758	0,167
8.976	0,004	8.976	0,287
8.9762	0,013	8.9762	0,373
8.9764	0,019	8.9764	0,415
8.9766	0,024	8.9766	0,405
8.9768	0,027	8.9768	0,339
8.977	0,030	8.977	0,219
8.9772	0,034	8.9772	0,048
8.9774	0,038	8.9774	-0,166
8.9776	0,043	8.9776	-0,412
8.9778	0,049	8.9778	-0,675
8.978	0,057	8.978	-0,942
8.9782	0,065	8.9782	-1,196
8.9784	0,074	8.9784	-1,423
8.9786	0,084	8.9786	-1,609
8.9788	0,092	8.9788	-1,740
8.979	0,101	8.979	-1,809
8.9792	0,108	8.9792	-1,807
8.9794	0,115	8.9794	-1,733
8.9796	0,120	8.9796	-1,588
8.9798	0,123	8.9798	-1,380
8.98	0,125	8.98	-1,120
8.9802	0,125	8.9802	-0,822
8.9804	0,124	8.9804	-0,504
8.9806	0,121	8.9806	-0,186
8.9808	0,115	8.9808	0,112
8.981	0,108	8.981	0,373
8.9812	0,099	8.9812	0,582
8.9814	0,089	8.9814	0,728
8.9816	0,077	8.9816	0,806
8.9818	0,065	8.9818	0,819
8.982	0,053	8.982	0,772
8.9822	0,041	8.9822	0,676
8.9824	0,030	8.9824	0,547
8.9826	0,021	8.9826	0,402
8.9828	0,014	8.9828	0,255
8.983	0,009	8.983	0,121
8.9832	0,007	8.9832	0,011
8.9834	0,007	8.9834	-0,068
8.9836	0,009	8.9836	-0,115
8.9838	0,011	8.9838	-0,131
8.984	0,012	8.984	-0,122
8.9842	0,013	8.9842	-0,095
8.9844	0,012	8.9844	-0,057
8.9846	0,008	8.9846	-0,016
8.9848	0,001	8.9848	0,023
8.985	-0,007	8.985	0,058
8.9852	-0,017	8.9852	0,088
8.9854	-0,028	8.9854	0,115
8.9856	-0,038	8.9856	0,144
8.9858	-0,045	8.9858	0,176
8.986	-0,048	8.986	0,216
8.9862	-0,047	8.9862	0,265
8.9864	-0,041	8.9864	0,320
8.9866	-0,029	8.9866	0,379
8.9868	-0,013	8.9868	0,436
8.987	0,006	8.987	0,485
8.9872	0,026	8.9872	0,519
8.9874	0,044	8.9874	0,533
8.9876	0,059	8.9876	0,526
8.9878	0,070	8.9878	0,496
8.988	0,074	8.988	0,450
8.9882	0,071	8.9882	0,393
8.9884	0,062	8.9884	0,335
8.9886	0,049	8.9886	0,286
8.9888	0,033	8.9888	0,256
8.989	0,018	8.989	0,251
8.9892	0,005	8.9892	0,275
8.9894	-0,002	8.9894	0,328
8.9896	-0,002	8.9896	0,403
8.9898	0,005	8.9898	0,492
8.99	0,021	8.99	0,582
8.9902	0,042	8.9902	0,661
8.9904	0,067	8.9904	0,715
8.9906	0,093	8.9906	0,733
8.9908	0,117	8.9908	0,711
8.991	0,134	8.991	0,647
8.9912	0,143	8.9912	0,545
8.9914	0,142	8.9914	0,415
8.9916	0,130	8.9916	0,268
8.9918	0,109	8.9918	0,119
8.992	0,080	8.992	-0,017
8.9922	0,047	8.9922	-0,128
8.9924	0,012	8.9924	-0,206
8.9926	-0,021	8.9926	-0,246
8.9928	-0,050	8.9928	-0,250
8.993	-0,072	8.993	-0,223
8.9932	-0,086	8.9932	-0,176
8.9934	-0,093	8.9934	-0,121
8.9936	-0,094	8.9936	-0,069
8.9938	-0,091	8.9938	-0,032
8.994	-0,085	8.994	-0,017
8.9942	-0,081	8.9942	-0,028
8.9944	-0,079	8.9944	-0,065
8.9946	-0,082	8.9946	-0,121
8.9948	-0,089	8.9948	-0,190
8.995	-0,101	8.995	-0,260
8.9952	-0,116	8.9952	-0,321
8.9954	-0,132	8.9954	-0,363
8.9956	-0,148	8.9956	-0,381
8.9958	-0,161	8.9958	-0,370
8.996	-0,168	8.996	-0,332
8.9962	-0,170	8.9962	-0,271
8.9964	-0,165	8.9964	-0,195
8.9966	-0,154	8.9966	-0,114
8.9968	-0,137	8.9968	-0,037
8.997	-0,116	8.997	0,026
8.9972	-0,092	8.9972	0,069
8.9974	-0,068	8.9974	0,087
8.9976	-0,044	8.9976	0,080
8.9978	-0,021	8.9978	0,052
8.998	-0,001	8.998	0,007
8.9982	0,015	8.9982	-0,046
8.9984	0,029	8.9984	-0,099
8.9986	0,040	8.9986	-0,143
8.9988	0,049	8.9988	-0,171
8.999	0,055	8.999	-0,178
8.9992	0,059	8.9992	-0,160
8.9994	0,061	8.9994	-0,119
8.9996	0,062	8.9996	-0,058
8.9998	0,060	8.9998	0,018
9.0	0,056	9.0	0,100
9.0002	0,050	9.0002	0,182
9.0004	0,042	9.0004	0,253
9.0006	0,033	9.0006	0,306
9.0008	0,023	9.0008	0,334
9.001	0,013	9.001	0,332
9.0012	0,004	9.0012	0,299
9.0014	-0,005	9.0014	0,236
9.0016	-0,012	9.0016	0,147
9.0018	-0,017	9.0018	0,041
9.002	-0,022	9.002	-0,072
9.0022	-0,027	9.0022	-0,180
9.0024	-0,032	9.0024	-0,270
9.0026	-0,038	9.0026	-0,328
9.0028	-0,047	9.0028	-0,344
9.003	-0,058	9.003	-0,309
9.0032	-0,072	9.0032	-0,220
9.0034	-0,088	9.0034	-0,078
9.0036	-0,106	9.0036	0,112
9.0038	-0,125	9.0038	0,338
9.004	-0,142	9.004	0,583
9.0042	-0,158	9.0042	0,829
9.0044	-0,169	9.0044	1,057
9.0046	-0,175	9.0046	1,245
9.0048	-0,176	9.0048	1,380
9.005	-0,171	9.005	1,448
9.0052	-0,161	9.0052	1,446
9.0054	-0,146	9.0054	1,375
9.0056	-0,129	9.0056	1,244
9.0058	-0,112	9.0058	1,068
9.006	-0,094	9.006	0,868
9.0062	-0,079	9.0062	0,665
9.0064	-0,067	9.0064	0,482
9.0066	-0,059	9.0066	0,338
9.0068	-0,055	9.0068	0,250
9.007	-0,055	9.007	0,225
9.0072	-0,057	9.0072	0,265
9.0074	-0,060	9.0074	0,364
9.0076	-0,062	9.0076	0,507
9.0078	-0,063	9.0078	0,678
9.008	-0,061	9.008	0,853
9.0082	-0,054	9.0082	1,009
9.0084	-0,044	9.0084	1,125
9.0086	-0,029	9.0086	1,184
9.0088	-0,010	9.0088	1,173
9.009	0,011	9.009	1,091
9.0092	0,033	9.0092	0,941
9.0094	0,054	9.0094	0,736
9.0096	0,074	9.0096	0,496
9.0098	0,090	9.0098	0,244
9.01	0,101	9.01	0,008
9.0102	0,107	9.0102	-0,188
9.0104	0,108	9.0104	-0,320
9.0106	0,104	9.0106	-0,372
9.0108	0,096	9.0108	-0,338
9.011	0,084	9.011	-0,220
9.0112	0,071	9.0112	-0,029
9.0114	0,056	9.0114	0,213
9.0116	0,041	9.0116	0,479
9.0118	0,027	9.0118	0,736
9.012	0,015	9.012	0,953
9.0122	0,005	9.0122	1,102
9.0124	-0,004	9.0124	1,163
9.0126	-0,010	9.0126	1,124
9.0128	-0,016	9.0128	0,989
9.013	-0,021	9.013	0,769
9.0132	-0,025	9.0132	0,489
9.0134	-0,031	9.0134	0,180
9.0136	-0,037	9.0136	-0,124
9.0138	-0,043	9.0138	-0,389
9.014	-0,051	9.014	-0,586
9.0142	-0,060	9.0142	-0,697
9.0144	-0,068	9.0144	-0,716
9.0146	-0,077	9.0146	-0,650
9.0148	-0,084	9.0148	-0,517
9.015	-0,089	9.015	-0,346
9.0152	-0,092	9.0152	-0,169
9.0154	-0,093	9.0154	-0,019
9.0156	-0,090	9.0156	0,076
9.0158	-0,085	9.0158	0,099
9.016	-0,077	9.016	0,044
9.0162	-0,066	9.0162	-0,080
9.0164	-0,055	9.0164	-0,251
9.0166	-0,042	9.0166	-0,439
9.0168	-0,029	9.0168	-0,607
9.017	-0,016	9.017	-0,720
9.0172	-0,005	9.0172	-0,749
9.0174	0,006	9.0174	-0,678
9.0176	0,015	9.0176	-0,502
9.0178	0,022	9.0178	-0,235
9.018	0,029	9.018	0,097
9.0182	0,035	9.0182	0,456
9.0184	0,041	9.0184	0,799
9.0186	0,048	9.0186	1,084
9.0188	0,055	9.0188	1,274
9.019	0,064	9.019	1,346
9.0192	0,074	9.0192	1,292
9.0194	0,085	9.0194	1,118
9.0196	0,098	9.0196	0,849
9.0198	0,110	9.0198	0,520
9.02	0,122	9.02	0,171
9.0202	0,133	9.0202	-0,155
9.0204	0,141	9.0204	-0,422
9.0206	0,147	9.0206	-0,601
9.0208	0,149	9.0208	-0,681
9.021	0,148	9.021	-0,661
9.0212	0,144	9.0212	-0,558
9.0214	0,136	9.0214	-0,396
9.0216	0,126	9.0216	-0,208
9.0218	0,115	9.0218	-0,026
9.022	0,103	9.022	0,120
9.0222	0,091	9.0222	0,209
9.0224	0,081	9.0224	0,227
9.0226	0,073	9.0226	0,176
9.0228	0,068	9.0228	0,065
9.023	0,066	9.023	-0,088
9.0232	0,065	9.0232	-0,261
9.0234	0,067	9.0234	-0,431
9.0236	0,070	9.0236	-0,576
9.0238	0,074	9.0238	-0,681
9.024	0,077	9.024	-0,736
9.0242	0,080	9.0242	-0,739
9.0244	0,081	9.0244	-0,695
9.0246	0,080	9.0246	-0,611
9.0248	0,077	9.0248	-0,498
9.025	0,072	9.025	-0,367
9.0252	0,066	9.0252	-0,228
9.0254	0,060	9.0254	-0,087
9.0256	0,053	9.0256	0,051
9.0258	0,047	9.0258	0,185
9.026	0,042	9.026	0,315
9.0262	0,037	9.0262	0,440
9.0264	0,034	9.0264	0,560
9.0266	0,030	9.0266	0,671
9.0268	0,027	9.0268	0,768
9.027	0,023	9.027	0,847
9.0272	0,019	9.0272	0,899
9.0274	0,013	9.0274	0,919
9.0276	0,006	9.0276	0,903
9.0278	-0,001	9.0278	0,851
9.028	-0,009	9.028	0,767
9.0282	-0,017	9.0282	0,657
9.0284	-0,023	9.0284	0,534
9.0286	-0,027	9.0286	0,411
9.0288	-0,029	9.0288	0,301
9.029	-0,027	9.029	0,217
9.0292	-0,023	9.0292	0,166
9.0294	-0,015	9.0294	0,154
9.0296	-0,006	9.0296	0,178
9.0298	0,004	9.0298	0,233
9.03	0,014	9.03	0,308
9.0302	0,021	9.0302	0,389
9.0304	0,026	9.0304	0,461
9.0306	0,027	9.0306	0,513
9.0308	0,023	9.0308	0,532
9.031	0,015	9.031	0,514
9.0312	0,004	9.0312	0,455
9.0314	-0,009	9.0314	0,361
9.0316	-0,022	9.0316	0,240
9.0318	-0,033	9.0318	0,103
9.032	-0,042	9.032	-0,037
9.0322	-0,045	9.0322	-0,166
9.0324	-0,042	9.0324	-0,272
9.0326	-0,033	9.0326	-0,347
9.0328	-0,018	9.0328	-0,385
9.033	0,003	9.033	-0,388
9.0332	0,028	9.0332	-0,357
9.0334	0,055	9.0334	-0,301
9.0336	0,082	9.0336	-0,229
9.0338	0,107	9.0338	-0,151
9.034	0,128	9.034	-0,080
9.0342	0,144	9.0342	-0,023
9.0344	0,154	9.0344	0,013
9.0346	0,158	9.0346	0,023
9.0348	0,156	9.0348	0,009
9.035	0,149	9.035	-0,027
9.0352	0,137	9.0352	-0,080
9.0354	0,122	9.0354	-0,141
9.0356	0,106	9.0356	-0,201
9.0358	0,089	9.0358	-0,251
9.036	0,072	9.036	-0,286
9.0362	0,057	9.0362	-0,298
9.0364	0,043	9.0364	-0,287
9.0366	0,031	9.0366	-0,251
9.0368	0,021	9.0368	-0,196
9.037	0,013	9.037	-0,125
9.0372	0,007	9.0372	-0,048
9.0374	0,002	9.0374	0,029
9.0376	-0,001	9.0376	0,096
9.0378	-0,003	9.0378	0,147
9.038	-0,003	9.038	0,176
9.0382	-0,002	9.0382	0,181
9.0384	-0,000	9.0384	0,161
9.0386	0,003	9.0386	0,120
9.0388	0,006	9.0388	0,060
9.039	0,010	9.039	-0,010
9.0392	0,013	9.0392	-0,085
9.0394	0,016	9.0394	-0,157
9.0396	0,017	9.0396	-0,220
9.0398	0,017	9.0398	-0,269
9.04	0,014	9.04	-0,301
9.0402	0,010	9.0402	-0,314
9.0404	0,004	9.0404	-0,311
9.0406	-0,003	9.0406	-0,293
9.0408	-0,011	9.0408	-0,264
9.041	-0,019	9.041	-0,229
9.0412	-0,027	9.0412	-0,192
9.0414	-0,034	9.0414	-0,158
9.0416	-0,038	9.0416	-0,128
9.0418	-0,041	9.0418	-0,105
9.042	-0,041	9.042	-0,090
9.0422	-0,040	9.0422	-0,082
9.0424	-0,036	9.0424	-0,079
9.0426	-0,032	9.0426	-0,080
9.0428	-0,026	9.0428	-0,082
9.043	-0,021	9.043	-0,084
9.0432	-0,017	9.0432	-0,083
9.0434	-0,014	9.0434	-0,080
9.0436	-0,014	9.0436	-0,074
9.0438	-0,015	9.0438	-0,066
9.044	-0,019	9.044	-0,058
9.0442	-0,024	9.0442	-0,050
9.0444	-0,031	9.0444	-0,044
9.0446	-0,040	9.0446	-0,041
9.0448	-0,049	9.0448	-0,040
9.045	-0,058	9.045	-0,040
9.0452	-0,066	9.0452	-0,040
