Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
1,1816	-0,00167446	1,1816	-1,01951
1,1818	-0,0330739	1,1818	-0,972438
1,182	-0,0640455	1,182	-0,884602
1,1822	-0,0921161	1,1822	-0,765864
1,1824	-0,115381	1,1824	-0,629255
1,1826	-0,132614	1,1826	-0,489112
1,1828	-0,143305	1,1828	-0,359168
1,183	-0,147595	1,183	-0,250686
1,1832	-0,146139	1,1832	-0,171128
1,1834	-0,139941	1,1834	-0,123377
1,1836	-0,130173	1,1836	-0,105696
1,1838	-0,118003	1,1838	-0,11239
1,184	-0,104472	1,184	-0,135117
1,1842	-0,090408	1,1842	-0,164435
1,1844	-0,0763986	1,1844	-0,191573
1,1846	-0,0627975	1,1846	-0,209904
1,1848	-0,0497741	1,1848	-0,215994
1,185	-0,0373714	1,185	-0,20994
1,1852	-0,0255719	1,1852	-0,195279
1,1854	-0,0143584	1,1854	-0,177823
1,1856	-0,00374736	1,1856	-0,164462
1,1858	0,0061974	1,1858	-0,161441
1,186	0,0153675	1,186	-0,17277
1,1862	0,0236293	1,1862	-0,199042
1,1864	0,0308513	1,1864	-0,236928
1,1866	0,0369246	1,1866	-0,278998
1,1868	0,0417823	1,1868	-0,314875
1,187	0,0454092	1,187	-0,332352
1,1872	0,0478402	1,1872	-0,319448
1,1874	0,0491454	1,1874	-0,266324
1,1876	0,0494149	1,1876	-0,16709
1,1878	0,0487424	1,1878	-0,0211411
1,188	0,0472102	1,188	0,166264
1,1882	0,04489	1,1882	0,384223
1,1884	0,0418562	1,1884	0,617125
1,1886	0,0382	1,1886	0,846395
1,1888	0,0340484	1,1888	1,05252
1,189	0,0295917	1,189	1,2174
1,1892	0,0250693	1,1892	1,3264
1,1894	0,0207908	1,1894	1,37009
1,1896	0,0170933	1,1896	1,3452
1,1898	0,0143319	1,1898	1,25486
1,19	0,01281	1,19	1,10803
1,1902	0,0127414	1,1902	0,918278
1,1904	0,0141814	1,1904	0,702014
1,1906	0,0170023	1,1906	0,476647
1,1908	0,0208745	1,1908	0,258588
1,191	0,0252969	1,191	0,0617444
1,1912	0,0296286	1,1912	-0,103657
1,1914	0,03318	1,1914	-0,231686
1,1916	0,035282	1,1916	-0,320667
1,1918	0,0353979	1,1918	-0,372738
1,192	0,0332205	1,192	-0,393019
1,1922	0,0287208	1,1922	-0,388513
1,1924	0,0222067	1,1924	-0,367141
1,1926	0,0142935	1,1926	-0,336815
1,1928	0,00585068	1,1928	-0,304792
1,193	-0,0020867	1,193	-0,277295
1,1932	-0,00845219	1,1932	-0,259336
1,1934	-0,0122876	1,1934	-0,254684
1,1936	-0,0128744	1,1936	-0,265972
1,1938	-0,0098462	1,1938	-0,294706
1,194	-0,00325547	1,194	-0,341272
1,1942	0,006413	1,1942	-0,404817
1,1944	0,0182816	1,1944	-0,483017
1,1946	0,0311747	1,1946	-0,571903
1,1948	0,0437496	1,1948	-0,665816
1,195	0,0546664	1,195	-0,7575
1,1952	0,0627415	1,1952	-0,838621
1,1954	0,0670968	1,1954	-0,900513
1,1956	0,0672651	1,1956	-0,935191
1,1958	0,0632398	1,1958	-0,9366
1,196	0,0554677	1,196	-0,901762
1,1962	0,0447864	1,1962	-0,831749
1,1964	0,0323057	1,1964	-0,732167
1,1966	0,0192611	1,1966	-0,61305
1,1968	0,00685706	1,1968	-0,488002
1,197	-0,00388356	1,197	-0,372675
1,1972	-0,012238	1,1972	-0,282738
1,1974	-0,0178597	1,1974	-0,231542
1,1976	-0,020794	1,1976	-0,227831
1,1978	-0,0214464	1,1978	-0,273988
1,198	-0,0204955	1,198	-0,364882
1,1982	-0,0187698	1,1982	-0,48793
1,1984	-0,0171154	1,1984	-0,624211
1,1986	-0,0162597	1,1986	-0,75073
1,1988	-0,0166994	1,1988	-0,843448
1,199	-0,0186294	1,199	-0,880923
1,1992	-0,0219145	1,1992	-0,84763
1,1994	-0,0261176	1,1994	-0,736935
1,1996	-0,0305649	1,1996	-0,552834
1,1998	-0,034455	1,1998	-0,310356
1,2	-0,0369783	1,2	-0,0343643
1,2002	-0,0374378	1,2002	0,243098
1,2004	-0,035355	1,2004	0,486815
1,2006	-0,0305377	1,2006	0,662943
1,2008	-0,0231024	1,2008	0,743732
1,201	-0,0134565	1,201	0,711657
1,2012	-0,00223037	1,2012	0,562133
1,2014	0,00981919	1,2014	0,304788
1,2016	0,0219223	1,2016	-0,0372693
1,2018	0,0334104	1,2018	-0,429972
1,202	0,043808	1,202	-0,832417
1,2022	0,052895	1,2022	-1,20177
1,2024	0,0607163	1,2024	-1,49891
1,2026	0,0675546	1,2026	-1,69318
1,2028	0,0738542	1,2028	-1,76637
1,203	0,0801213	1,203	-1,71482
1,2032	0,0868045	1,2032	-1,54973
1,2034	0,0941907	1,2034	-1,29537
1,2036	0,102316	1,2036	-0,985897
1,2038	0,110929	1,2038	-0,660522
1,204	0,119491	1,204	-0,358625
1,2042	0,127241	1,2042	-0,114461
1,2044	0,133292	1,2044	0,0469067
1,2046	0,136759	1,2046	0,112601
1,2048	0,136901	1,2048	0,0830335
1,205	0,133236	1,205	-0,02866
1,2052	0,125634	1,2052	-0,198951
1,2054	0,114348	1,2054	-0,397364
1,2056	0,0999965	1,2056	-0,590786
1,2058	0,0834881	1,2058	-0,747884
1,206	0,0658962	1,206	-0,843113
1,2062	0,048315	1,2062	-0,859832
1,2064	0,0317114	1,2064	-0,792081
1,2066	0,0167911	1,2066	-0,644962
1,2068	0,00392989	1,2068	-0,433469
1,207	-0,00685858	1,207	-0,180284
1,2072	-0,0158869	1,2072	0,0875145
1,2074	-0,0236918	1,2074	0,341903
1,2076	-0,0309102	1,2076	0,557476
1,2078	-0,0381296	1,2078	0,714413
1,208	-0,0457485	1,208	0,800626
1,2082	-0,0538882	1,2082	0,812828
1,2084	-0,062349	1,2084	0,756466
1,2086	-0,0706453	1,2086	0,64453
1,2088	-0,078095	1,2088	0,495554
1,209	-0,0839571	1,209	0,330927
1,2092	-0,0876043	1,2092	0,172083
1,2094	-0,0886676	1,2094	0,0377661
1,2096	-0,0871642	1,2096	-0,058257
1,2098	-0,0835489	1,2098	-0,108631
1,21	-0,0786729	1,21	-0,113056
1,2102	-0,0736781	1,2102	-0,0779236
1,2104	-0,0698035	1,2104	-0,0150131
1,2106	-0,0681579	1,2106	0,0603931
1,2108	-0,0694979	1,2108	0,131921
1,211	-0,0740305	1,211	0,184586
1,2112	-0,0813114	1,2112	0,207022
1,2114	-0,0902269	1,2114	0,193224
1,2116	-0,0991143	1,2116	0,14347
1,2118	-0,105983	1,2118	0,0643526
1,212	-0,108817	1,212	-0,0321067
1,2122	-0,105939	1,2122	-0,13018
1,2124	-0,0963353	1,2124	-0,212688
1,2126	-0,0799165	1,2126	-0,263561
1,2128	-0,0576684	1,2128	-0,270322
1,213	-0,0316262	1,213	-0,226065
1,2132	-0,00470601	1,2132	-0,130795
1,2134	0,0196247	1,2134	0,00823504
1,2136	0,0377859	1,2136	0,177185
1,2138	0,0465799	1,2138	0,357221
1,214	0,0436752	1,214	0,526843
1,2142	0,0279999	1,2142	0,664712
1,2144	-1,25E-05	1,2144	0,752465
1,2146	-0,0383705	1,2146	0,777251
1,2148	-0,0836876	1,2148	0,733598
1,215	-0,131538	1,215	0,624299
1,2152	-0,176965	1,2152	0,460314
1,2154	-0,215056	1,2154	0,259499
1,2156	-0,241577	1,2156	0,0444972
1,2158	-0,253438	1,2158	-0,160017
1,216	-0,249136	1,216	-0,330389
1,2162	-0,228912	1,2162	-0,446871
1,2164	-0,194715	1,2164	-0,495931
1,2166	-0,149955	1,2166	-0,471913
1,2168	-0,0990684	1,2168	-0,377532
1,217	-0,0469336	1,217	-0,223406
1,2172	0,00167295	1,2172	-0,0266043
1,2174	0,0426661	1,2174	0,191594
1,2176	0,073065	1,2176	0,408404
1,2178	0,0912823	1,2178	0,602262
1,218	0,0972164	1,218	0,755355
1,2182	0,0921244	1,2182	0,855532
1,2184	0,0783645	1,2184	0,897453
1,2186	0,0589733	1,2186	0,882864
1,2188	0,0372249	1,2188	0,819945
1,219	0,0161806	1,219	0,721964
1,2192	-0,00167879	1,2192	0,605308
1,2194	-0,0147063	1,2194	0,487307
1,2196	-0,0222018	1,2196	0,384055
1,2198	-0,0243686	1,2198	0,308514
1,22	-0,0221554	1,22	0,269114
1,2202	-0,0169996	1,2202	0,269035
1,2204	-0,0105179	1,2204	0,306087
1,2206	-0,00422339	1,2206	0,373361
1,2208	0,000726185	1,2208	0,460357
1,221	0,00367974	1,221	0,554471
1,2212	0,00454426	1,2212	0,642696
1,2214	0,00372895	1,2214	0,71323
1,2216	0,00202006	1,2216	0,756836
1,2218	0,000376285	1,2218	0,767901
1,222	-0,000274212	1,222	0,744905
1,2222	0,000765606	1,2222	0,690441
1,2224	0,00381577	1,2224	0,610719
1,2226	0,0087433	1,2226	0,514634
1,2228	0,0149855	1,2228	0,412575
1,223	0,0216258	1,223	0,315103
1,2232	0,0275572	1,2232	0,231615
1,2234	0,0316553	1,2234	0,169258
1,2236	0,0329658	1,2236	0,132077
1,2238	0,0308655	1,2238	0,120616
1,224	0,0251633	1,224	0,131962
1,2242	0,0161428	1,2242	0,160204
1,2244	0,00452012	1,2244	0,19729
1,2246	-0,00865837	1,2246	0,234137
1,2248	-0,0221678	1,2248	0,261813
1,225	-0,034784	1,225	0,272767
1,2252	-0,0454519	1,2252	0,261797
1,2254	-0,0534287	1,2254	0,226735
1,2256	-0,0583734	1,2256	0,168772
1,2258	-0,0603694	1,2258	0,0922385
1,226	-0,0598893	1,226	0,00406712
1,2262	-0,0576921	1,2262	-0,0871035
1,2264	-0,0546886	1,2264	-0,172071
1,2266	-0,0517845	1,2266	-0,242139
1,2268	-0,0497309	1,2268	-0,290167
1,227	-0,0490142	1,227	-0,311347
1,2272	-0,0497909	1,2272	-0,303549
1,2274	-0,0518859	1,2274	-0,267388
1,2276	-0,0548474	1,2276	-0,205853
1,2278	-0,0580454	1,2278	-0,123605
1,228	-0,060801	1,228	-0,0262318
1,2282	-0,0625172	1,2282	0,0806577
1,2284	-0,0627932	1,2284	0,192119
1,2286	-0,0614993	1,2286	0,304379
1,2288	-0,0587935	1,2288	0,414946
1,229	-0,0550882	1,229	0,522446
1,2292	-0,0509597	1,2292	0,626155
1,2294	-0,0470267	1,2294	0,725376
1,2296	-0,0438185	1,2296	0,818796
1,2298	-0,0416538	1,2298	0,904077
1,23	-0,0405591	1,23	0,977571
1,2302	-0,0402417	1,2302	1,03456
1,2304	-0,0401224	1,2304	1,06972
1,2306	-0,0394307	1,2306	1,078
1,2308	-0,0373383	1,2308	1,05559
1,231	-0,0331205	1,231	1,00103
1,2312	-0,0263081	1,2312	0,916001
1,2314	-0,0168074	1,2314	0,805817
1,2316	-0,00496283	1,2316	0,679351
1,2318	0,00845429	1,2318	0,548336
1,232	0,0223328	1,232	0,426198
1,2322	0,0353685	1,2322	0,326355
1,2324	0,0462595	1,2324	0,260469
1,2326	0,0539092	1,2326	0,236678
1,2328	0,0576119	1,2328	0,258249
1,233	0,0571885	1,233	0,322745
1,2332	0,053042	1,2332	0,4221
1,2334	0,0461215	1,2334	0,543304
1,2336	0,0378095	1,2336	0,670018
1,2338	0,0297125	1,2338	0,784614
1,234	0,0234537	1,234	0,870587
1,2342	0,0204052	1,2342	0,914831
1,2344	0,0214908	1,2344	0,909569
1,2346	0,027019	1,2346	0,853397
1,2348	0,0366224	1,2348	0,751539
1,235	0,0492837	1,235	0,615005
1,2352	0,0634834	1,2352	0,458953
1,2354	0,0773878	1,2354	0,300418
1,2356	0,0891221	1,2356	0,155723
1,2358	0,0970043	1,2358	0,0378918
1,236	0,0997895	1,236	-0,0452495
1,2362	0,096829	1,2362	-0,0923559
1,2364	0,0881465	1,2364	-0,108602
1,2366	0,0744303	1,2366	-0,104601
1,2368	0,0569129	1,2368	-0,0945544
1,237	0,0371836	1,237	-0,093431
1,2372	0,0169628	1,2372	-0,114172
1,2374	-0,00213062	1,2374	-0,164977
1,2376	-0,0187961	1,2376	-0,247177
1,2378	-0,0321835	1,2378	-0,354373
1,238	-0,0419675	1,238	-0,472702
1,2382	-0,048333	1,2382	-0,582391
1,2384	-0,0518711	1,2384	-0,660724
1,2386	-0,0534214	1,2386	-0,685314
1,2388	-0,0538902	1,2388	-0,638022
1,239	-0,0540572	1,239	-0,508194
1,2392	-0,0544221	1,2392	-0,295243
1,2394	-0,0551132	1,2394	-0,00981103
1,2396	-0,0558613	1,2396	0,326644
1,2398	-0,0560531	1,2398	0,68389
1,24	-0,0548466	1,24	1,02627
1,2402	-0,0513382	1,2402	1,31742
1,2404	-0,0447369	1,2404	1,52469
1,2406	-0,034525	1,2406	1,62392
1,2408	-0,0205884	1,2408	1,60285
1,241	-0,00326698	1,241	1,46296
1,2412	0,0166588	1,2412	1,21978
1,2414	0,0380486	1,2414	0,901077
1,2416	0,0595473	1,2416	0,543286
1,2418	0,0797628	1,2418	0,186933
1,242	0,0974471	1,242	-0,128827
1,2422	0,111656	1,2422	-0,371394
1,2424	0,121865	1,2424	-0,518919
1,2426	0,128015	1,2426	-0,563267
1,2428	0,130485	1,2428	-0,510649
1,243	0,130008	1,243	-0,380549
1,2432	0,12753	1,2432	-0,202554
1,2434	0,12404	1,2434	-0,0118102
1,2436	0,120407	1,2436	0,156272
1,2438	0,117244	1,2438	0,271271
1,244	0,114817	1,244	0,312406
1,2442	0,113024	1,2442	0,27137
1,2444	0,111443	1,2444	0,153664
1,2446	0,10943	1,2446	-0,0225414
1,2448	0,106259	1,2448	-0,229179
1,245	0,101279	1,245	-0,432687
1,2452	0,0940611	1,2452	-0,599255
1,2454	0,084494	1,2454	-0,700005
1,2456	0,0728444	1,2456	-0,715481
1,2458	0,0597354	1,2458	-0,638896
1,246	0,0460658	1,246	-0,477051
1,2462	0,0328852	1,2462	-0,249704
1,2464	0,0212308	1,2464	0,0133909
1,2466	0,0119739	1,2466	0,276817
1,2468	0,00567588	1,2468	0,504548
1,247	0,00250641	1,247	0,665231
1,2472	0,00220949	1,2472	0,736695
1,2474	0,00414699	1,2474	0,708989
1,2476	0,00739653	1,2476	0,585904
1,2478	0,0109034	1,2478	0,384162
1,248	0,0136365	1,248	0,130941
1,2482	0,0147576	1,2482	-0,140078
1,2484	0,0137382	1,2484	-0,393631
1,2486	0,0104403	1,2486	-0,597828
1,2488	0,00513088	1,2488	-0,728404
1,249	-0,00157079	1,249	-0,771881
1,2492	-0,00879322	1,2492	-0,726984
1,2494	-0,0155572	1,2494	-0,60423
1,2496	-0,0209288	1,2496	-0,423946
1,2498	-0,0241627	1,2498	-0,212842
1,25	-0,0248079	1,25	-1,56E-05
1,2502	-0,0227722	1,2502	0,187473
1,2504	-0,0183231	1,2504	0,328165
1,2506	-0,0120448	1,2506	0,408948
1,2508	-0,00474296	1,2508	0,42635
1,251	0,00267085	1,251	0,386259
1,2512	0,00930896	1,2512	0,30227
1,2514	0,0144182	1,2514	0,193149
1,2516	0,0174662	1,2516	0,0793754
1,2518	0,0181918	1,2518	-0,0199643
1,252	0,0166111	1,252	-0,0901545
1,2522	0,0129988	1,2522	-0,122768
1,2524	0,0078229	1,2524	-0,116414
1,2526	0,00169208	1,2526	-0,0765051
1,2528	-0,00473338	1,2528	-0,0137131
1,253	-0,0107974	1,253	0,0581748
1,2532	-0,0159005	1,2532	0,124738
1,2534	-0,0195356	1,2534	0,173518
1,2536	-0,0213072	1,2536	0,195961
1,2538	-0,0209318	1,2538	0,188646
1,254	-0,0182555	1,254	0,153697
1,2542	-0,0132437	1,2542	0,098053
1,2544	-0,00600067	1,2544	0,0321611
1,2546	0,00323921	1,2546	-0,0319168
1,2548	0,014089	1,2548	-0,0826525
1,255	0,0260345	1,255	-0,110855
1,2552	0,038429	1,2552	-0,111195
1,2554	0,0505349	1,2554	-0,0829214
1,2556	0,061579	1,2556	-0,0298165
1,2558	0,0708215	1,2558	0,0405156
1,256	0,0776348	1,256	0,118001
1,2562	0,0816051	1,2562	0,191776
1,2564	0,0825655	1,2564	0,251853
1,2566	0,0806612	1,2566	0,290658
1,2568	0,0763376	1,2568	0,304055
1,257	0,0703009	1,257	0,291763
1,2572	0,0634487	1,2572	0,25721
1,2574	0,0567474	1,2574	0,206727
1,2576	0,0511014	1,2576	0,148383
1,2578	0,0472255	1,2578	0,0905691
1,258	0,0455284	1,258	0,0406083
1,2582	0,0460478	1,2582	0,00362252
1,2584	0,0484385	1,2584	-0,0181662
1,2586	0,052002	1,2586	-0,0256314
1,2588	0,055795	1,2588	-0,0223749
1,259	0,058762	1,259	-0,0139401
1,2592	0,059884	1,2592	-0,00673069
1,2594	0,0583631	1,2594	-0,0067884
1,2596	0,0537373	1,2596	-0,0187005
1,2598	0,0459702	1,2598	-0,0447493
1,26	0,0354998	1,26	-0,0845169
1,2602	0,0231617	1,2602	-0,134942
1,2604	0,0101059	1,2604	-0,190889
1,2606	-0,0023605	1,2606	-0,246052
1,2608	-0,0129744	1,2608	-0,294097
1,261	-0,020677	1,261	-0,329799
1,2612	-0,0247871	1,2612	-0,350034
1,2614	-0,025112	1,2614	-0,354389
1,2616	-0,0219778	1,2616	-0,345365
1,2618	-0,0162209	1,2618	-0,328028
1,262	-0,00907142	1,262	-0,30924
1,2622	-0,00200532	1,2622	-0,296529
1,2624	0,00344492	1,2624	-0,296775
1,2626	0,00589722	1,2626	-0,31496
1,2628	0,00429283	1,2628	-0,353153
1,263	-0,00195085	1,263	-0,409897
1,2632	-0,0128684	1,2632	-0,480169
1,2634	-0,0279307	1,2634	-0,55586
1,2636	-0,0460975	1,2636	-0,626805
1,2638	-0,0659571	1,2638	-0,682187
1,264	-0,0858687	1,264	-0,712069
1,2642	-0,104162	1,2642	-0,708946
1,2644	-0,119319	1,2644	-0,668926
1,2646	-0,130127	1,2646	-0,592496
1,2648	-0,135809	1,2648	-0,484681
1,265	-0,136084	1,265	-0,354563
1,2652	-0,131171	1,2652	-0,214193
1,2654	-0,121751	1,2654	-0,0770937
1,2656	-0,10885	1,2656	0,0435191
1,2658	-0,0937366	1,2658	0,13643
1,266	-0,0777653	1,266	0,193863
1,2662	-0,0622505	1,2662	0,212405
1,2664	-0,0483447	1,2664	0,193348
1,2666	-0,0369522	1,2666	0,142384
1,2668	-0,0286603	1,2668	0,0686861
1,267	-0,0237336	1,267	-0,0164201
1,2672	-0,0221129	1,2672	-0,101108
1,2674	-0,0234667	1,2674	-0,174664
1,2676	-0,027241	1,2676	-0,22886
1,2678	-0,0327379	1,2678	-0,258886
1,268	-0,0391786	1,268	-0,263713
1,2682	-0,0457751	1,2682	-0,245825
1,2684	-0,0517916	1,2684	-0,210518
1,2686	-0,0565905	1,2686	-0,164721
1,2688	-0,059669	1,2688	-0,115708
1,269	-0,0606853	1,269	-0,0698095
1,2692	-0,0594701	1,2692	-0,0313539
1,2694	-0,056025	1,2694	-0,00201794
1,2696	-0,0505203	1,2696	0,0193137
1,2698	-0,0432688	1,2698	0,0362435
1,27	-0,0346998	1,27	0,0540824
1,2702	-0,0253256	1,2702	0,0788542
1,2704	-0,0156949	1,2704	0,11618
1,2706	-0,00635264	1,2706	0,170277
1,2708	0,00221052	1,2708	0,243214
1,271	0,00959376	1,271	0,3345
1,2712	0,0155246	1,2712	0,441104
1,2714	0,0198765	1,2714	0,557843
1,2716	0,0226723	1,2716	0,677968
1,2718	0,0240729	1,2718	0,794137
1,272	0,0243515	1,272	0,899131
1,2722	0,0238458	1,2722	0,986667
1,2724	0,0229145	1,2724	1,05193
1,2726	0,021885	1,2726	1,09175
1,2728	0,0210031	1,2728	1,1047
1,273	0,0204038	1,273	1,0909
1,2732	0,0200879	1,2732	1,0516
1,2734	0,0199251	1,2734	0,988969
1,2736	0,0196743	1,2736	0,905601
1,2738	0,0190224	1,2738	0,804357
1,274	0,0176372	1,274	0,688216
1,2742	0,0152212	1,2742	0,56031
1,2744	0,0115681	1,2744	0,423959
1,2746	0,00660748	1,2746	0,282806
1,2748	0,000430816	1,2748	0,140787
1,275	-0,0066992	1,275	0,00211443
1,2752	-0,0143629	1,2752	-0,128905
1,2754	-0,0220261	1,2754	-0,248133
1,2756	-0,0290916	1,2756	-0,351931
1,2758	-0,0349687	1,2758	-0,437486
1,276	-0,0391409	1,276	-0,503148
1,2762	-0,041231	1,2762	-0,548568
1,2764	-0,0410496	1,2764	-0,574761
1,2766	-0,0386244	1,2766	-0,584003
1,2768	-0,0342097	1,2768	-0,579543
1,277	-0,0282645	1,277	-0,565295
1,2772	-0,0214106	1,2772	-0,545434
1,2774	-0,0143741	1,2774	-0,524027
1,2776	-0,0079104	1,2776	-0,504755
1,2778	-0,00272851	1,2778	-0,490693
1,278	0,000576576	1,278	-0,484226
1,2782	0,00158574	1,2782	-0,487024
1,2784	9,40E-05	1,2784	-0,500069
1,2786	-0,003871	1,2786	-0,523696
1,2788	-0,0100539	1,2788	-0,557583
1,279	-0,0179981	1,279	-0,600711
1,2792	-0,0270906	1,2792	-0,651281
1,2794	-0,03662	1,2794	-0,706607
1,2796	-0,0458395	1,2796	-0,763073
1,2798	-0,0540297	1,2798	-0,816155
1,28	-0,0605577	1,28	-0,860589
1,2802	-0,0649218	1,2802	-0,890709
1,2804	-0,0667828	1,2804	-0,900924
1,2806	-0,065982	1,2806	-0,886309
1,2808	-0,0625393	1,2808	-0,843256
1,281	-0,0566383	1,281	-0,770041
1,2812	-0,0486001	1,2812	-0,667297
1,2814	-0,038848	1,2814	-0,538237
1,2816	-0,0278678	1,2816	-0,388602
1,2818	-0,016169	1,2818	-0,226248
1,282	-0,00424756	1,282	-0,0605692
1,2822	0,00744765	1,2822	0,098526
1,2824	0,0185402	1,2824	0,241388
1,2826	0,028743	1,2826	0,359693
1,2828	0,0378675	1,2828	0,447145
1,283	0,045823	1,283	0,500058
1,2832	0,0526078	1,2832	0,517574
1,2834	0,0582985	1,2834	0,501752
1,2836	0,0630308	1,2836	0,45703
1,2838	0,0669809	1,2838	0,389884
1,284	0,0703468	1,284	0,307962
1,2842	0,0733275	1,2842	0,219435
1,2844	0,0761087	1,2844	0,132316
1,2846	0,0788489	1,2846	0,0539132
1,2848	0,0816715	1,2848	-0,00964177
1,285	0,0846597	1,285	-0,0535804
1,2852	0,087856	1,2852	-0,0747956
1,2854	0,0912605	1,2854	-0,0718453
1,2856	0,094835	1,2856	-0,0450023
1,2858	0,0985013	1,2858	0,00370634
1,286	0,102145	1,286	0,0705749
1,2862	0,105613	1,2862	0,150248
1,2864	0,108723	1,2864	0,235849
1,2866	0,111258	1,2866	0,319351
1,2868	0,112982	1,2868	0,391975
1,287	0,113639	1,287	0,444881
1,2872	0,112977	1,2872	0,469993
1,2874	0,110757	1,2874	0,460808
1,2876	0,106779	1,2876	0,413357
1,2878	0,100902	1,2878	0,326943
1,288	0,0930692	1,288	0,204632
1,2882	0,083326	1,2882	0,0534211
1,2884	0,0718303	1,2884	-0,116107
1,2886	0,0588575	1,2886	-0,290621
1,2888	0,0447936	1,2888	-0,455196
1,289	0,0301177	1,289	-0,594933
1,2892	0,0153748	1,2892	-0,696532
1,2894	0,00114024	1,2894	-0,749951
1,2896	-0,0120206	1,2896	-0,749664
1,2898	-0,023593	1,2898	-0,695482
1,29	-0,0331517	1,29	-0,592759
1,2902	-0,0403921	1,2902	-0,451922
1,2904	-0,0451515	1,2904	-0,287363
1,2906	-0,0474205	1,2906	-0,11582
1,2908	-0,0473366	1,2908	0,0455725
1,291	-0,0451737	1,291	0,181312
1,2912	-0,0413161	1,2912	0,279368
1,2914	-0,0362285	1,2914	0,332598
1,2916	-0,0304202	1,2916	0,339508
1,2918	-0,0244073	1,2918	0,30441
1,292	-0,0186741	1,292	0,236709
1,2922	-0,0136427	1,2922	0,14971
1,2924	-0,0096435	1,2924	0,0588571
1,2926	-0,00689498	1,2926	-0,0202407
1,2928	-0,00548965	1,2928	-0,07375
1,293	-0,005387	1,293	-0,0912903
1,2932	-0,00641876	1,2932	-0,0671753
1,2934	-0,00830341	1,2934	-0,000936374
1,2936	-0,0106737	1,2936	0,102708
1,2938	-0,0131106	1,2938	0,234601
1,294	-0,0151882	1,294	0,382394
1,2942	-0,0165206	1,2942	0,532107
1,2944	-0,0168139	1,2944	0,669896
1,2946	-0,0159101	1,2946	0,78368
1,2948	-0,0138245	1,2948	0,864505
1,295	-0,0107606	1,295	0,907468
1,2952	-0,00710771	1,2952	0,912055
1,2954	-0,00340872	1,2954	0,881957
1,2956	-0,000306274	1,2956	0,824358
1,2958	0,00153534	1,2958	0,74881
1,296	0,00151876	1,296	0,665944
1,2962	-0,000793475	1,2962	0,586034
1,2964	-0,00559996	1,2964	0,517749
1,2966	-0,0128028	1,2966	0,467164
1,2968	-0,0219862	1,2968	0,437155
1,297	-0,0324383	1,297	0,427294
1,2972	-0,0432202	1,2972	0,434194
1,2974	-0,053276	1,2974	0,45225
1,2976	-0,0615745	1,2976	0,474678
1,2978	-0,067263	1,2978	0,494644
1,298	-0,0698088	1,298	0,506387
1,2982	-0,0691114	1,2982	0,506126
1,2984	-0,065562	1,2984	0,492634
1,2986	-0,0600371	1,2986	0,467438
1,2988	-0,0538194	1,2988	0,434513
1,299	-0,0484521	1,299	0,399627
1,2992	-0,0455367	1,2992	0,36936
1,2994	-0,0465039	1,2994	0,349948
1,2996	-0,0523843	1,2996	0,346187
1,2998	-0,0636129	1,2998	0,360534
1,3	-0,0798865	1,3	0,392533
1,3002	-0,100135	1,3002	0,438719
1,3004	-0,122555	1,3004	0,493018
1,3006	-0,144791	1,3006	0,547544
1,3008	-0,164151	1,3008	0,593727
1,301	-0,177934	1,301	0,623664
1,3012	-0,183717	1,3012	0,631332
1,3014	-0,179689	1,3014	0,613622
1,3016	-0,164886	1,3016	0,570932
1,3018	-0,139349	1,3018	0,507253
1,302	-0,104173	1,302	0,429607
1,3022	-0,0614335	1,3022	0,347162
1,3024	-0,0139745	1,3024	0,269835
1,3026	0,0348463	1,3026	0,206879
1,3028	0,0815143	1,3028	0,165535
1,303	0,122704	1,303	0,149978
1,3032	0,155597	1,3032	0,160727
1,3034	0,178169	1,3034	0,194688
1,3036	0,189335	1,3036	0,245666
1,3038	0,189032	1,3038	0,305452
1,304	0,178153	1,304	0,36515
1,3042	0,158396	1,3042	0,416562
1,3044	0,132045	1,3044	0,453442
1,3046	0,101687	1,3046	0,472308
1,3048	0,0699362	1,3048	0,472778
1,305	0,0391724	1,305	0,457356
1,3052	0,0113306	1,3052	0,430697
1,3054	-0,0122324	1,3054	0,398543
1,3056	-0,030803	1,3056	0,366538
1,3058	-0,0442801	1,3058	0,33911
1,306	-0,0531044	1,306	0,318662
1,3062	-0,0581101	1,3062	0,305273
1,3064	-0,0603787	1,3064	0,296844
1,3066	-0,061071	1,3066	0,28979
1,3068	-0,061284	1,3068	0,280061
1,307	-0,0619381	1,307	0,264285
1,3072	-0,0637058	1,3072	0,240816
1,3074	-0,0669753	1,3074	0,210471
1,3076	-0,0718668	1,3076	0,176702
1,3078	-0,0782594	1,3078	0,145281
1,308	-0,0858592	1,308	0,12338
1,3082	-0,0942557	1,3082	0,118316
1,3084	-0,102986	1,3084	0,136112
1,3086	-0,111594	1,3086	0,180149
1,3088	-0,119658	1,3088	0,250203
1,309	-0,126827	1,309	0,342018
1,3092	-0,132828	1,3092	0,447563
1,3094	-0,137467	1,3094	0,555991
1,3096	-0,140627	1,3096	0,655117
1,3098	-0,142262	1,3098	0,733211
1,31	-0,142392	1,31	0,780864
1,3102	-0,141094	1,3102	0,792478
1,3104	-0,138504	1,3104	0,76728
1,3106	-0,134809	1,3106	0,709565
1,3108	-0,130235	1,3108	0,628162
1,311	-0,12503	1,311	0,535165
1,3112	-0,11945	1,3112	0,44417
1,3114	-0,113725	1,3114	0,368191
