Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
7,676	-0,0147935	7,676	0,237236
7,6762	-0,0314522	7,6762	0,317481
7,6764	-0,048128	7,6764	0,381096
7,6766	-0,0634711	7,6766	0,412439
7,6768	-0,0762708	7,6768	0,401618
7,677	-0,0856099	7,677	0,345782
7,6772	-0,0909778	7,6772	0,24931
7,6774	-0,0923276	7,6774	0,122803
7,6776	-0,0900733	7,6776	-0,0186805
7,6778	-0,0850279	7,6778	-0,15812
7,678	-0,0782963	7,678	-0,279349
7,6782	-0,0711398	7,6782	-0,369466
7,6784	-0,0648242	7,6784	-0,420917
7,6786	-0,0604818	7,6786	-0,43263
7,6788	-0,0589921	7,6788	-0,410041
7,679	-0,0609024	7,679	-0,364163
7,6792	-0,0663921	7,6792	-0,309793
7,6794	-0,0752826	7,6794	-0,262898
7,6796	-0,0870818	7,6796	-0,23808
7,6798	-0,101061	7,6798	-0,246028
7,68	-0,116348	7,68	-0,291606
7,6802	-0,132021	7,6802	-0,372934
7,6804	-0,1472	7,6804	-0,481362
7,6806	-0,161119	7,6806	-0,602548
7,6808	-0,173175	7,6808	-0,718606
7,681	-0,182945	7,681	-0,810548
7,6812	-0,190189	7,6812	-0,861204
7,6814	-0,194821	7,6814	-0,857826
7,6816	-0,196877	7,6816	-0,794015
7,6818	-0,196471	7,6818	-0,670927
7,682	-0,193749	7,682	-0,497409
7,6822	-0,188853	7,6822	-0,289065
7,6824	-0,181897	7,6824	-0,0664159
7,6826	-0,172952	7,6826	0,147564
7,6828	-0,162056	7,6828	0,330399
7,683	-0,149224	7,683	0,462798
7,6832	-0,134475	7,6832	0,53104
7,6834	-0,117859	7,6834	0,528493
7,6836	-0,0994877	7,6836	0,456349
7,6838	-0,0795506	7,6838	0,323217
7,684	-0,0583327	7,684	0,144214
7,6842	-0,0362114	7,6842	-0,0611633
7,6844	-0,0136469	7,6844	-0,271074
7,6846	0,0088452	7,6846	-0,463975
7,6848	0,0307286	7,6848	-0,620931
7,685	0,051487	7,685	-0,727456
7,6852	0,0706638	7,6852	-0,774795
7,6854	0,0878997	7,6854	-0,76056
7,6856	0,102959	7,6856	-0,688346
7,6858	0,115746	7,6858	-0,56712
7,686	0,126306	7,686	-0,40975
7,6862	0,134811	7,6862	-0,231423
7,6864	0,141526	7,6864	-0,0479534
7,6866	0,146777	7,6866	0,125869
7,6868	0,150897	7,6868	0,277574
7,687	0,154189	7,687	0,397967
7,6872	0,156888	7,6872	0,481627
7,6874	0,159124	7,6874	0,526959
7,6876	0,160916	7,6876	0,535786
7,6878	0,162165	7,6878	0,512712
7,688	0,162674	7,688	0,464224
7,6882	0,162178	7,6882	0,39784
7,6884	0,160373	7,6884	0,321232
7,6886	0,156965	7,6886	0,241593
7,6888	0,151706	7,6888	0,165059
7,689	0,144426	7,689	0,0964704
7,6892	0,135062	7,6892	0,0392193
7,6894	0,123662	7,6894	-0,00462187
7,6896	0,110384	7,6896	-0,0341574
7,6898	0,0954873	7,6898	-0,0494655
7,69	0,0793077	7,69	-0,0513825
7,6902	0,0622377	7,6902	-0,0414023
7,6904	0,0446997	7,6904	-0,021518
7,6906	0,0271232	7,6906	0,00583138
7,6908	0,00992698	7,6908	0,0378589
7,691	-0,00649034	7,691	0,0714747
7,6912	-0,0217551	7,6912	0,103476
7,6914	-0,0355208	7,6914	0,130698
7,6916	-0,0474717	7,6916	0,150337
7,6918	-0,0573288	7,6918	0,160244
7,692	-0,0648565	7,692	0,15925
7,6922	-0,0698787	7,6922	0,147365
7,6924	-0,0722971	7,6924	0,125904
7,6926	-0,0721106	7,6926	0,0974366
7,6928	-0,0694367	7,6928	0,0655416
7,693	-0,0645191	7,693	0,0344756
7,6932	-0,0577248	7,6932	0,00863639
7,6934	-0,0495287	7,6934	-0,0079737
7,6936	-0,0404801	7,6936	-0,0122811
7,6938	-0,0311576	7,6938	-0,00255081
7,694	-0,0221131	7,694	0,0213614
7,6942	-0,0138141	7,6942	0,0580289
7,6944	-0,00659269	7,6944	0,104618
7,6946	-0,000613422	7,6946	0,157301
7,6948	0,00413775	7,6948	0,211739
7,695	0,00783596	7,695	0,263614
7,6952	0,0107762	7,6952	0,309156
7,6954	0,0133059	7,6954	0,345515
7,6956	0,015747	7,6956	0,371018
7,6958	0,0183147	7,6958	0,38523
7,696	0,0210508	7,696	0,388854
7,6962	0,0237838	7,6962	0,3835
7,6964	0,0261266	7,6964	0,371421
7,6966	0,0275165	7,6966	0,355178
7,6968	0,027293	7,6968	0,337424
7,697	0,0248098	7,697	0,320677
7,6972	0,0195595	7,6972	0,307187
7,6974	0,0112995	7,6974	0,298827
7,6976	0,000152709	7,6976	0,296974
7,6978	-0,0133317	7,6978	0,302395
7,698	-0,0281763	7,698	0,315077
7,6982	-0,0430351	7,6982	0,334072
7,6984	-0,0563164	7,6984	0,357347
7,6986	-0,0663462	7,6986	0,381713
7,6988	-0,0715776	7,6988	0,402909
7,699	-0,0707744	7,699	0,41587
7,6992	-0,0632086	7,6992	0,415281
7,6994	-0,0487717	7,6994	0,396242
7,6996	-0,0280332	7,6996	0,355192
7,6998	-0,00221323	7,6998	0,290768
7,7	0,0269377	7,7	0,204528
7,7002	0,057315	7,7002	0,101408
7,7004	0,0866889	7,7004	-0,0102833
7,7006	0,112958	7,7006	-0,11952
7,7008	0,134389	7,7008	-0,213561
7,701	0,149817	7,701	-0,279622
7,7012	0,158782	7,7012	-0,306653
7,7014	0,161562	7,7014	-0,287196
7,7016	0,159138	7,7016	-0,218966
7,7018	0,15305	7,7018	-0,105841
7,702	0,145217	7,702	0,0419745
7,7022	0,137692	7,7022	0,20868
7,7024	0,132423	7,7024	0,374551
7,7026	0,131025	7,7026	0,518342
7,7028	0,134607	7,7028	0,620064
7,703	0,143644	7,703	0,663823
7,7032	0,157951	7,7032	0,640317
7,7034	0,176715	7,7034	0,548457
7,7036	0,198596	7,7036	0,395975
7,7038	0,221885	7,7038	0,198748
7,704	0,244682	7,704	-0,0211169
7,7042	0,265073	7,7042	-0,238092
7,7044	0,281325	7,7044	-0,426675
7,7046	0,291998	7,7046	-0,564841
7,7048	0,296071	7,7048	-0,637118
7,705	0,292992	7,705	-0,636762
7,7052	0,282681	7,7052	-0,566658
7,7054	0,265518	7,7054	-0,438873
7,7056	0,242274	7,7056	-0,272848
7,7058	0,214032	7,7058	-0,0924834
7,706	0,182101	7,706	0,0773035
7,7062	0,147907	7,7062	0,214242
7,7064	0,112896	7,7064	0,3018
7,7066	0,0784394	7,7066	0,331491
7,7068	0,0457385	7,7068	0,303818
7,707	0,0157572	7,707	0,227916
7,7072	-0,0108456	7,7072	0,119841
7,7074	-0,0337484	7,7074	-0,000160568
7,7076	-0,0529809	7,7076	-0,110964
7,7078	-0,068904	7,7078	-0,193886
7,708	-0,0821556	7,708	-0,235655
7,7082	-0,0935752	7,7082	-0,230284
7,7084	-0,104094	7,7084	-0,179956
7,7086	-0,114616	7,7086	-0,0944632
7,7088	-0,125897	7,7088	0,0104646
7,709	-0,138429	7,709	0,115721
7,7092	-0,152363	7,7092	0,201914
7,7094	-0,167474	7,7094	0,252415
7,7096	-0,183177	7,7096	0,255957
7,7098	-0,198578	7,7098	0,208356
7,71	-0,212616	7,71	0,113122
7,7102	-0,224161	7,7102	-0,0191189
7,7104	-0,232203	7,7104	-0,172265
7,7106	-0,235982	7,7106	-0,327179
7,7108	-0,235106	7,7108	-0,464467
7,711	-0,229628	7,711	-0,567294
7,7112	-0,220054	7,7112	-0,623719
7,7114	-0,207264	7,7114	-0,628281
7,7116	-0,19243	7,7116	-0,582655
7,7118	-0,176828	7,7118	-0,495262
7,712	-0,161698	7,712	-0,379829
7,7122	-0,148069	7,7122	-0,25333
7,7124	-0,136625	7,7124	-0,133431
7,7126	-0,127642	7,7126	-0,0359162
7,7128	-0,120954	7,7128	0,0274567
7,713	-0,116006	7,713	0,0505922
7,7132	-0,11197	7,7132	0,033762
7,7134	-0,107876	7,7134	-0,0165132
7,7136	-0,102786	7,7136	-0,088547
7,7138	-0,0959471	7,7138	-0,16719
7,714	-0,0868983	7,714	-0,236111
7,7142	-0,0755418	7,7142	-0,28011
7,7144	-0,0621509	7,7144	-0,287385
7,7146	-0,0473167	7,7146	-0,251233
7,7148	-0,0318448	7,7148	-0,171041
7,715	-0,0166252	7,715	-0,0524575
7,7152	-0,00248649	7,7152	0,0932982
7,7154	0,00993617	7,7154	0,251006
7,7156	0,0202831	7,7156	0,40339
7,7158	0,0285157	7,7158	0,533478
7,716	0,0349017	7,716	0,627021
7,7162	0,0399574	7,7162	0,674317
7,7164	0,0443463	7,7164	0,671689
7,7166	0,0487586	7,7166	0,622006
7,7168	0,0537891	7,7168	0,534256
7,717	0,0598383	7,717	0,422324
7,7172	0,0670455	7,7172	0,303085
7,7174	0,0752823	7,7174	0,193859
7,7176	0,084178	7,7176	0,110012
7,7178	0,0931843	7,7178	0,0626039
7,718	0,101673	7,718	0,0566425
7,7182	0,109038	7,7182	0,0902458
7,7184	0,114778	7,7184	0,154711
7,7186	0,118572	7,7186	0,235576
7,7188	0,120302	7,7188	0,314647
7,719	0,120034	7,719	0,372524
7,7192	0,117982	7,7192	0,391453
7,7194	0,114427	7,7194	0,358044
7,7196	0,109633	7,7196	0,265439
7,7198	0,10376	7,7198	0,114681
7,72	0,0968191	7,72	-0,0849792
7,7202	0,0886364	7,7202	-0,316852
7,7204	0,0788793	7,7204	-0,558649
7,7206	0,0671123	7,7206	-0,785065
7,7208	0,0528792	7,7208	-0,970876
7,721	0,0358035	7,721	-1,09409
7,7212	0,0156921	7,7212	-1,13863
7,7214	-0,00738253	7,7214	-1,09657
7,7216	-0,0330299	7,7216	-0,969045
7,7218	-0,0605396	7,7218	-0,766406
7,722	-0,0889215	7,722	-0,507177
7,7222	-0,117001	7,7222	-0,215987
7,7224	-0,143538	7,7224	0,0790959
7,7226	-0,167363	7,7226	0,349452
7,7228	-0,187513	7,7228	0,569208
7,723	-0,203347	7,723	0,717624
7,7232	-0,214614	7,7232	0,781154
7,7234	-0,22148	7,7234	0,754651
7,7236	-0,224498	7,7236	0,641514
7,7238	-0,224517	7,7238	0,453006
7,724	-0,222558	7,724	0,206878
7,7242	-0,219669	7,7242	-0,074733
7,7244	-0,216762	7,7244	-0,367718
7,7246	-0,214487	7,7246	-0,648319
7,7248	-0,213133	7,7248	-0,895429
7,725	-0,212571	7,725	-1,09238
7,7252	-0,212272	7,7252	-1,22806
7,7254	-0,211362	7,7254	-1,29761
7,7256	-0,208736	7,7256	-1,30222
7,7258	-0,203204	7,7258	-1,24839
7,726	-0,193647	7,726	-1,14686
7,7262	-0,179169	7,7262	-1,01091
7,7264	-0,159221	7,7264	-0,854766
7,7266	-0,133689	7,7266	-0,692064
7,7268	-0,102926	7,7268	-0,534407
7,727	-0,0677397	7,727	-0,390573
7,7272	-0,0293231	7,7272	-0,265939
7,7274	0,0108462	7,7274	-0,162458
7,7276	0,0511396	7,7276	-0,0792017
7,7278	0,0899116	7,7278	-0,0130875
7,728	0,125634	7,728	0,0400795
7,7282	0,157002	7,7282	0,0844932
7,7284	0,183018	7,7284	0,123528
7,7286	0,20303	7,7286	0,159088
7,7288	0,216748	7,7288	0,191334
7,729	0,22422	7,729	0,218883
7,7292	0,225795	7,7292	0,239251
7,7294	0,222055	7,7294	0,249643
7,7296	0,21375	7,7296	0,247868
7,7298	0,20174	7,7298	0,233173
7,73	0,186927	7,73	0,206863
7,7302	0,170212	7,7302	0,172552
7,7304	0,152454	7,7304	0,135988
7,7306	0,134436	7,7306	0,104436
7,7308	0,116829	7,7308	0,0857247
7,731	0,100182	7,731	0,0871112
7,7312	0,0848905	7,7312	0,114033
7,7314	0,0711854	7,7314	0,169091
7,7316	0,0591274	7,7316	0,251382
7,7318	0,0486028	7,7318	0,356246
7,732	0,0393386	7,732	0,475654
7,7322	0,0309332	7,7322	0,599071
7,7324	0,0228981	7,7324	0,714646
7,7326	0,0147173	7,7326	0,810785
7,7328	0,0059151	7,7328	0,877566
7,733	-0,00387378	7,733	0,908032
7,7332	-0,0148422	7,7332	0,899107
7,7334	-0,0269616	7,7334	0,851882
7,7336	-0,0399574	7,7336	0,771428
7,7338	-0,0533144	7,7338	0,666048
7,734	-0,0663089	7,734	0,546058
7,7342	-0,0780705	7,7342	0,422434
7,7344	-0,0876674	7,7344	0,305376
7,7346	-0,0942058	7,7346	0,203065
7,7348	-0,0969289	7,7348	0,120847
7,735	-0,0953057	7,735	0,0608268
7,7352	-0,0890995	7,7352	0,0219678
7,7354	-0,0784037	7,7354	0,000706834
7,7356	-0,0636412	7,7356	-0,00822346
7,7358	-0,0455382	7,7358	-0,0107039
7,736	-0,0250512	7,736	-0,0121827
7,7362	-0,00328505	7,7362	-0,0168477
7,7364	0,0186106	7,7364	-0,0270635
7,7366	0,0395443	7,7366	-0,043193
7,7368	0,0585722	7,7368	-0,0638597
7,737	0,0749687	7,737	-0,0864265
7,7372	0,0882717	7,7372	-0,107746
7,7374	0,0982918	7,7374	-0,124943
7,7376	0,105099	7,7376	-0,136079
7,7378	0,108975	7,7378	-0,140653
7,738	0,110353	7,738	-0,139755
7,7382	0,10974	7,7382	-0,135923
7,7384	0,107645	7,7384	-0,132689
7,7386	0,10451	7,7386	-0,133901
7,7388	0,100656	7,7388	-0,142986
7,739	0,0962586	7,739	-0,162204
7,7392	0,0913318	7,7392	-0,1921
7,7394	0,0857462	7,7394	-0,231262
7,7396	0,0792679	7,7396	-0,276331
7,7398	0,0716075	7,7398	-0,322437
7,74	0,0624867	7,74	-0,363888
7,7402	0,0517048	7,7402	-0,394996
7,7404	0,0391948	7,7404	-0,411057
7,7406	0,0250686	7,7406	-0,409151
7,7408	0,00964544	7,7408	-0,388752
7,741	-0,00654868	7,741	-0,352059
7,7412	-0,0228015	7,7412	-0,303838
7,7414	-0,0382585	7,7414	-0,250938
7,7416	-0,051994	7,7416	-0,20145
7,7418	-0,0630902	7,7418	-0,163549
7,742	-0,0707236	7,742	-0,144381
7,7422	-0,0742456	7,7422	-0,148943
7,7424	-0,0732515	7,7424	-0,179231
7,7426	-0,0676202	7,7426	-0,233806
7,7428	-0,0575346	7,7428	-0,307727
7,743	-0,0434658	7,743	-0,392998
7,7432	-0,02613	7,7432	-0,47946
7,7434	-0,00642214	7,7434	-0,555959
7,7436	0,0146683	7,7436	-0,611795
7,7438	0,036152	7,7438	-0,638027
7,744	0,0571224	7,744	-0,628718
7,7442	0,0768339	7,7442	-0,581699
7,7444	0,094744	7,7444	-0,498865
7,7446	0,110538	7,7446	-0,386116
7,7448	0,124116	7,7448	-0,252603
7,745	0,135569	7,745	-0,109714
7,7452	0,145115	7,7452	0,0300721
7,7454	0,153047	7,7454	0,154769
7,7456	0,159658	7,7456	0,254004
7,7458	0,165193	7,7458	0,320096
7,746	0,169805	7,746	0,34887
7,7462	0,173541	7,7462	0,339798
7,7464	0,176344	7,7464	0,295973
7,7466	0,178072	7,7466	0,223618
7,7468	0,178536	7,7468	0,131302
7,747	0,177534	7,747	0,0290976
7,7472	0,174903	7,7472	-0,0723856
7,7474	0,170533	7,7474	-0,162975
7,7476	0,164399	7,7476	-0,233671
7,7478	0,156545	7,7478	-0,277441
7,748	0,147077	7,748	-0,289673
7,7482	0,136143	7,7482	-0,268594
7,7484	0,123902	7,7484	-0,215447
7,7486	0,110496	7,7486	-0,13451
7,7488	0,0960449	7,7488	-0,0328919
7,749	0,0806259	7,749	0,0799632
7,7492	0,0642988	7,7492	0,192946
7,7494	0,04712	7,7494	0,294212
7,7496	0,0291816	7,7496	0,37231
7,7498	0,0106414	7,7498	0,4174
7,75	-0,00825286	7,75	0,422434
7,7502	-0,0271453	7,7502	0,384337
7,7504	-0,0455811	7,7504	0,304497
7,7506	-0,0630321	7,7506	0,189088
7,7508	-0,0789397	7,7508	0,0484774
7,751	-0,0927796	7,751	-0,103865
7,7512	-0,104124	7,7512	-0,252954
7,7514	-0,112706	7,7514	-0,384293
7,7516	-0,11847	7,7516	-0,485924
7,7518	-0,12159	7,7518	-0,550147
7,752	-0,122472	7,752	-0,5748
7,7522	-0,121703	7,7522	-0,563574
7,7524	-0,119987	7,7524	-0,525393
7,7526	-0,118054	7,7526	-0,472907
7,7528	-0,116553	7,7528	-0,420053
7,753	-0,115955	7,753	-0,379461
7,7532	-0,116478	7,7532	-0,359678
7,7534	-0,118032	7,7534	-0,363041
7,7536	-0,120224	7,7536	-0,384568
7,7538	-0,122393	7,7538	-0,412031
7,754	-0,123701	7,754	-0,427414
7,7542	-0,123241	7,7542	-0,409816
7,7544	-0,120183	7,7544	-0,339
7,7546	-0,113904	7,7546	-0,199336
7,7548	-0,104101	7,7548	0,0163003
7,755	-0,0908686	7,755	0,304062
7,7552	-0,0747133	7,7552	0,647993
7,7554	-0,0565122	7,7554	1,02056
7,7556	-0,0374254	7,7556	1,38568
7,7558	-0,018749	7,7558	1,70288
7,756	-0,00175541	7,756	1,93263
7,7562	0,0124811	7,7562	2,04224
7,7564	0,0232336	7,7564	2,01093
7,7566	0,0302218	7,7566	1,8334
7,7568	0,0336555	7,7568	1,52202
7,757	0,0342019	7,757	1,10554
7,7572	0,0328911	7,7572	0,626334
7,7574	0,0309655	7,7574	0,134954
7,7576	0,0297034	7,7576	-0,316366
7,7578	0,0302196	7,7578	-0,680632
7,758	0,0333037	7,758	-0,922161
7,7582	0,0392961	7,7582	-1,02158
7,7584	0,0480412	7,7584	-0,977924
7,7586	0,0589023	7,7586	-0,808544
7,7588	0,0708745	7,7588	-0,546192
7,759	0,0827122	7,759	-0,233799
7,7592	0,0931417	7,7592	0,0820554
7,7594	0,101022	7,7594	0,358066
7,7596	0,10555	7,7596	0,560531
7,7598	0,106352	7,7598	0,669945
7,76	0,103547	7,76	0,683279
7,7602	0,0977164	7,7602	0,613694
7,7604	0,0898111	7,7604	0,487636
7,7606	0,0809828	7,7606	0,339831
7,7608	0,0724267	7,7608	0,207024
7,761	0,0651772	7,761	0,121463
7,7612	0,0599511	7,7612	0,105198
7,7614	0,0570447	7,7614	0,166169
7,7616	0,0562798	7,7616	0,296734
7,7618	0,0570441	7,7618	0,474672
7,762	0,0583739	7,762	0,666743
7,7622	0,05911	7,7622	0,834088
7,7624	0,0580565	7,7624	0,938682
7,7626	0,054149	7,7626	0,949811
7,7628	0,0466082	7,7628	0,849632
7,763	0,0350401	7,763	0,636605
7,7632	0,0194819	7,7632	0,326644
7,7634	0,000396937	7,7634	-0,0485068
7,7636	-0,0213911	7,7636	-0,445329
7,7638	-0,0448141	7,7638	-0,814437
7,764	-0,0686711	7,764	-1,10742
7,7642	-0,0917725	7,7642	-1,2838
7,7644	-0,113042	7,7644	-1,31676
7,7646	-0,131615	7,7646	-1,19701
7,7648	-0,146886	7,7648	-0,934236
7,765	-0,158533	7,765	-0,55574
7,7652	-0,166508	7,7652	-0,102889
7,7654	-0,170999	7,7654	0,374552
7,7656	-0,172376	7,7656	0,825024
7,7658	-0,17114	7,7658	1,20194
7,766	-0,167866	7,766	1,46956
7,7662	-0,163158	7,7662	1,60724
7,7664	-0,157615	7,7664	1,61124
7,7666	-0,151795	7,7666	1,49442
7,7668	-0,146183	7,7668	1,28339
7,767	-0,141164	7,767	1,01413
7,7672	-0,136993	7,7672	0,726444
7,7674	-0,13376	7,7674	0,458292
7,7676	-0,131379	7,7676	0,240584
7,7678	-0,12957	7,7678	0,0935323
7,768	-0,127863	7,768	0,0246513
7,7682	-0,125635	7,7682	0,0288423
7,7684	-0,122149	7,7684	0,0902312
7,7686	-0,116636	7,7686	0,185592
7,7688	-0,108382	7,7688	0,288432
7,769	-0,0968336	7,769	0,37349
7,7692	-0,0816825	7,7692	0,420468
7,7694	-0,0629437	7,7694	0,416859
7,7696	-0,0409899	7,7696	0,359269
7,7698	-0,0165517	7,7698	0,253205
7,77	0,00933464	7,77	0,111543
7,7702	0,0354124	7,7702	-0,0480723
7,7704	0,060325	7,7704	-0,206519
7,7706	0,0827578	7,7706	-0,346225
7,7708	0,101578	7,7708	-0,45404
7,771	0,11595	7,771	-0,522922
7,7712	0,125429	7,7712	-0,552586
7,7714	0,129994	7,7714	-0,549072
7,7716	0,130033	7,7716	-0,523194
7,7718	0,12628	7,7718	-0,488401
7,772	0,119708	7,772	-0,458324
7,7722	0,111394	7,7722	-0,444401
7,7724	0,102388	7,7724	-0,454087
7,7726	0,0935732	7,7726	-0,489765
7,7728	0,0855772	7,7728	-0,548491
7,773	0,0787012	7,773	-0,622816
7,7732	0,0729195	7,7732	-0,701916
7,7734	0,0679069	7,7734	-0,773475
7,7736	0,0631192	7,7736	-0,825517
7,7738	0,0578994	7,7738	-0,848022
7,774	0,0515894	7,774	-0,834221
7,7742	0,0436405	7,7742	-0,781316
7,7744	0,0337055	7,7744	-0,690397
7,7746	0,0216956	7,7746	-0,566149
7,7748	0,00780398	7,7748	-0,415816
7,775	-0,00751199	7,775	-0,248195
7,7752	-0,0235787	7,7752	-0,0725264
7,7754	-0,0395828	7,7754	0,102467
7,7756	-0,0546637	7,7756	0,26925
7,7758	-0,0679965	7,7758	0,421799
7,776	-0,0788761	7,776	0,555687
7,7762	-0,0867749	7,7762	0,667879
7,7764	-0,0913788	7,7764	0,756465
7,7766	-0,0925975	7,7766	0,820299
7,7768	-0,090553	7,7768	0,858784
7,777	-0,0855491	7,777	0,871774
7,7772	-0,0780244	7,7772	0,859547
7,7774	-0,0685136	7,7774	0,823038
7,7776	-0,0575973	7,7776	0,763976
7,7778	-0,0458608	7,7778	0,685031
7,778	-0,033863	7,778	0,589914
7,7782	-0,0221054	7,7782	0,483267
7,7784	-0,0110071	7,7784	0,370413
7,7786	-0,000894648	7,7786	0,257076
7,7788	0,00802028	7,7788	0,148851
7,779	0,0156488	7,779	0,0507806
7,7792	0,0220345	7,7792	-0,0330374
7,7794	0,0273575	7,7794	-0,0997682
7,7796	0,0319212	7,7796	-0,14792
7,7798	0,0361312	7,7798	-0,177295
7,78	0,0404461	7,78	-0,188827
7,7802	0,0453198	7,7802	-0,184283
7,7804	0,0511255	7,7804	-0,165994
7,7806	0,0580757	7,7806	-0,136576
7,7808	0,066154	7,7808	-0,098739
7,781	0,0750589	7,781	-0,0552161
7,7812	0,0841833	7,7812	-0,00872625
7,7814	0,0926346	7,7814	0,037972
7,7816	0,0993015	7,7816	0,0820218
7,7818	0,102971	7,7818	0,120515
7,782	0,102481	7,782	0,150545
7,7822	0,0968998	7,7822	0,169421
7,7824	0,0856897	7,7824	0,174973
7,7826	0,0688529	7,7826	0,165866
7,7828	0,0470121	7,7828	0,141958
7,783	0,0214211	7,783	0,104522
7,7832	-0,00611434	7,7832	0,0563064
7,7834	-0,0334011	7,7834	0,00141953
7,7836	-0,0580953	7,7836	-0,0550686
7,7838	-0,0779855	7,7838	-0,107724
7,784	-0,091288	7,784	-0,151442
7,7842	-0,0969034	7,7842	-0,18229
7,7844	-0,0946062	7,7844	-0,198179
7,7846	-0,0851227	7,7846	-0,199353
7,7848	-0,0700806	7,7848	-0,188638
7,785	-0,0518347	7,785	-0,171237
7,7852	-0,0331753	7,7852	-0,154181
7,7854	-0,0169646	7,7854	-0,145473
7,7856	-0,00573812	7,7856	-0,152902
7,7858	-0,0013342	7,7858	-0,182861
7,786	-0,00459902	7,786	-0,239211
7,7862	-0,0152209	7,7862	-0,322478
7,7864	-0,031722	7,7864	-0,429393
7,7866	-0,0516157	7,7866	-0,553086
7,7868	-0,0717088	7,7868	-0,683683
7,787	-0,0885013	7,787	-0,809448
7,7872	-0,098665	7,7872	-0,918357
7,7874	-0,099468	7,7874	-0,999717
7,7876	-0,0891813	7,7876	-1,04569
7,7878	-0,0673299	7,7878	-1,05267
7,788	-0,0347769	7,788	-1,02178
7,7882	0,00635459	7,7882	-0,95894
7,7884	0,0529381	7,7884	-0,87421
7,7886	0,101239	7,7886	-0,780293
7,7888	0,147344	7,7888	-0,690804
7,789	0,187642	7,789	-0,618163
7,7892	0,219225	7,7892	-0,571619
7,7894	0,240191	7,7894	-0,555643
7,7896	0,249825	7,7896	-0,569115
7,7898	0,24857	7,7898	-0,605152
7,79	0,237904	7,79	-0,652075
7,7902	0,220032	7,7902	-0,694949
7,7904	0,197539	7,7904	-0,717904
7,7906	0,173016	7,7906	-0,706521
7,7908	0,148708	7,7908	-0,6504
7,791	0,12625	7,791	-0,544859
7,7912	0,106522	7,7912	-0,392249
7,7914	0,0896111	7,7914	-0,201791
7,7916	0,0749147	7,7916	0,0113491
7,7918	0,0613386	7,7918	0,227928
7,792	0,0475504	7,792	0,427219
7,7922	0,0322608	7,7922	0,589847
7,7924	0,0144786	7,7924	0,700231
7,7926	-0,00630232	7,7926	0,74913
7,7928	-0,0300024	7,7928	0,734507
7,793	-0,0559354	7,793	0,661668
7,7932	-0,0829065	7,7932	0,542394
7,7934	-0,109362	7,7934	0,392631
7,7936	-0,133594	7,7936	0,230183
7,7938	-0,15397	7,7938	0,0720487
7,794	-0,169129	7,794	-0,0681431
7,7942	-0,178147	7,7942	-0,181793
7,7944	-0,180632	7,7944	-0,266151
7,7946	-0,176741	7,7946	-0,324201
7,7948	-0,167147	7,7948	-0,363162
7,795	-0,152927	7,795	-0,392615
7,7952	-0,13543	7,7952	-0,421995
7,7954	-0,116111	7,7954	-0,45837
7,7956	-0,0963758	7,7956	-0,504549
7,7958	-0,0774449	7,7958	-0,558239
7,796	-0,0602578	7,796	-0,612006
7,7962	-0,0454192	7,7962	-0,654478
7,7964	-0,0331901	7,7964	-0,672364
7,7966	-0,0235203	7,7966	-0,652983
7,7968	-0,0161095	7,7968	-0,586844
7,797	-0,0104927	7,797	-0,469926
7,7972	-0,00612587	7,7972	-0,304942
7,7974	-0,0024749	7,7974	-0,101778
7,7976	0,000917293	7,7976	0,123433
7,7978	0,00438035	7,7978	0,350251
7,798	0,00809143	7,798	0,556639
7,7982	0,0120669	7,7982	0,72216
7,7984	0,0161855	7,7984	0,830988
7,7986	0,0202127	7,7986	0,874253
7,7988	0,023844	7,7988	0,851522
7,799	0,0267463	7,799	0,770909
7,7992	0,0285971	7,7992	0,647908
7,7994	0,0291201	7,7994	0,503242
7,7996	0,028108	7,7996	0,359729
7,7998	0,0254367	7,7998	0,238986
7,8	0,0210697	7,8	0,158284
7,8002	0,0150491	7,8002	0,128041
7,8004	0,0074971	7,8004	0,150447
7,8006	-0,00140197	7,8006	0,219256
7,8008	-0,0114014	7,8008	0,320919
7,801	-0,0222176	7,801	0,436814
7,8012	-0,0335269	7,8012	0,546149
7,8014	-0,0449765	7,8014	0,629265
7,8016	-0,0561957	7,8016	0,670623
7,8018	-0,0667916	7,8018	0,661088
7,802	-0,0763543	7,802	0,599277
7,8022	-0,0844944	7,8022	0,491541
7,8024	-0,0908342	7,8024	0,350854
7,8026	-0,095044	7,8026	0,194621
7,8028	-0,0968762	7,8028	0,0418082
7,803	-0,0961696	7,803	-0,090071
7,8032	-0,0928889	7,8032	-0,187752
7,8034	-0,0871351	7,8034	-0,244248
7,8036	-0,0791483	7,8036	-0,259797
7,8038	-0,0693075	7,8038	-0,241678
7,804	-0,0581102	7,804	-0,202756
7,8042	-0,0461463	7,8042	-0,159145
7,8044	-0,0340538	7,8044	-0,127302
7,8046	-0,0224745	7,8046	-0,121008
7,8048	-0,0120043	7,8048	-0,148803
7,805	-0,00314885	7,805	-0,212249
7,8052	0,00371149	7,8052	-0,305384
7,8054	0,00834106	7,8054	-0,41545
7,8056	0,0106669	7,8056	-0,52484
7,8058	0,0107635	7,8058	-0,61398
7,806	0,00884565	7,806	-0,664669
7,8062	0,00522459	7,8062	-0,663329
7,8064	0,000278712	7,8064	-0,603704
7,8066	-0,00558974	7,8066	-0,488418
7,8068	-0,0119956	7,8068	-0,329281
